ID,Unnamed: 0,diameter,sample,label,injectWell,prot_total,Run,Well,plate,Order
B51Reporter.intensity.7,839,20.85,PDAC,Reporter.intensity.7,B5,10.2000363293913,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.8,840,22.71,Melanoma,Reporter.intensity.8,B5,9.12942473189401,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.9,841,23.93,Monocyte,Reporter.intensity.9,B5,10.3774226230042,dAL_1k_Proto29_29,B5,1.0,29.0
B61Reporter.intensity.10,842,28.01,PDAC,Reporter.intensity.10,B6,10.5661306169665,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.12,844,32.55,Melanoma,Reporter.intensity.12,B6,10.1844713719881,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.15,847,21.73,Monocyte,Reporter.intensity.15,B6,9.9462519290407,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.16,848,18.38,PDAC,Reporter.intensity.16,B6,9.60589185343338,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.17,849,24.79,Melanoma,Reporter.intensity.17,B6,10.1221299185686,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.18,850,24.78,Melanoma,Reporter.intensity.18,B6,9.55704870079423,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.20,852,22.59,Monocyte,Reporter.intensity.20,B6,9.974246831884,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.22,854,25.96,PDAC,Reporter.intensity.22,B6,9.91195742343341,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.23,855,23.15,PDAC,Reporter.intensity.23,B6,9.16723142476926,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.24,856,21.52,Melanoma,Reporter.intensity.24,B6,9.44510365945396,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.25,857,22.96,Melanoma,Reporter.intensity.25,B6,9.93936842381038,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.26,858,19.23,Monocyte,Reporter.intensity.26,B6,9.48409606860406,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.27,859,24.1,Monocyte,Reporter.intensity.27,B6,10.0557991782674,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.28,860,24.39,PDAC,Reporter.intensity.28,B6,9.73986804665875,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.29,861,23.87,Melanoma,Reporter.intensity.29,B6,10.0324033450655,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.30,862,26.93,Melanoma,Reporter.intensity.30,B6,10.1993186937752,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.31,863,20.89,Monocyte,Reporter.intensity.31,B6,9.69600015068884,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.32,864,26.52,PDAC,Reporter.intensity.32,B6,10.1390389281299,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.4,865,25.69,PDAC,Reporter.intensity.4,B6,9.383718695838,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.5,866,20.39,PDAC,Reporter.intensity.5,B6,10.5472698883006,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.8,869,20.05,Monocyte,Reporter.intensity.8,B6,9.7517133802106,dAL_1k_Proto29_30,B6,1.0,30.0
B61Reporter.intensity.9,870,23.72,PDAC,Reporter.intensity.9,B6,10.5102290975118,dAL_1k_Proto29_30,B6,1.0,30.0
B71Reporter.intensity.11,872,26.35,Monocyte,Reporter.intensity.11,B7,10.0694486523435,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.12,873,18.54,Monocyte,Reporter.intensity.12,B7,9.35982544504014,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.13,874,18.52,Monocyte,Reporter.intensity.13,B7,9.37447172481237,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.14,875,24.56,PDAC,Reporter.intensity.14,B7,10.3433487888321,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.15,876,25.13,Melanoma,Reporter.intensity.15,B7,10.1922091286539,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.16,877,27.77,Melanoma,Reporter.intensity.16,B7,10.1979579701901,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.17,878,23.73,Melanoma,Reporter.intensity.17,B7,9.32548606674442,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.18,879,17.97,Monocyte,Reporter.intensity.18,B7,9.2670556047883,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.19,880,20.06,Monocyte,Reporter.intensity.19,B7,9.6518577051295,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.20,881,21.39,PDAC,Reporter.intensity.20,B7,9.55314627910041,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.21,882,22.63,PDAC,Reporter.intensity.21,B7,9.07436052607563,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.22,883,27.34,Melanoma,Reporter.intensity.22,B7,9.51109376610104,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.23,884,23.85,Melanoma,Reporter.intensity.23,B7,9.77001441963199,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.25,886,17.84,Monocyte,Reporter.intensity.25,B7,9.2252187333589,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.26,887,19.94,PDAC,Reporter.intensity.26,B7,9.80448829347917,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.28,889,30.11,Melanoma,Reporter.intensity.28,B7,9.76818998893115,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.29,890,20.86,Monocyte,Reporter.intensity.29,B7,9.65105102133139,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.30,891,31.98,PDAC,Reporter.intensity.30,B7,10.2190406973181,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.31,892,23.46,PDAC,Reporter.intensity.31,B7,9.54810409671046,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.32,893,25.55,PDAC,Reporter.intensity.32,B7,10.1130355495683,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.4,894,22.24,Melanoma,Reporter.intensity.4,B7,9.37362904628108,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.5,895,20.12,Monocyte,Reporter.intensity.5,B7,10.3459051166784,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.6,896,19.09,Monocyte,Reporter.intensity.6,B7,9.41884313978117,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.7,897,21.35,PDAC,Reporter.intensity.7,B7,10.1183843650295,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.8,898,28.22,PDAC,Reporter.intensity.8,B7,9.87482674580887,dAL_1k_Proto29_31,B7,1.0,31.0
B71Reporter.intensity.9,899,26.3,Melanoma,Reporter.intensity.9,B7,10.3800173567751,dAL_1k_Proto29_31,B7,1.0,31.0
B81Reporter.intensity.11,901,20.18,Monocyte,Reporter.intensity.11,B8,9.4698563140244,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.12,902,25.68,PDAC,Reporter.intensity.12,B8,10.1496198042551,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.13,903,22.17,Melanoma,Reporter.intensity.13,B8,9.90833848785895,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.14,904,24.27,Melanoma,Reporter.intensity.14,B8,10.5558307928934,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.16,906,18.75,Monocyte,Reporter.intensity.16,B8,9.41020171719667,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.17,907,18.39,Monocyte,Reporter.intensity.17,B8,9.37931605885809,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.18,908,22.32,PDAC,Reporter.intensity.18,B8,9.48004327730098,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.19,909,22.44,PDAC,Reporter.intensity.19,B8,9.58381108875784,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.22,912,19.5,Monocyte,Reporter.intensity.22,B8,9.393109094771,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.23,913,21.95,Monocyte,Reporter.intensity.23,B8,9.64465465771314,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.24,914,23.78,PDAC,Reporter.intensity.24,B8,9.76918462142488,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.26,916,25.47,Melanoma,Reporter.intensity.26,B8,10.2522517036581,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.27,917,20.03,Monocyte,Reporter.intensity.27,B8,9.5468923924309,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.28,918,25.57,PDAC,Reporter.intensity.28,B8,9.70062598617242,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.29,919,32.88,PDAC,Reporter.intensity.29,B8,10.4002973350888,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.30,920,27.56,PDAC,Reporter.intensity.30,B8,9.97271625231195,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.31,921,23.5,Melanoma,Reporter.intensity.31,B8,9.80467450306669,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.32,922,22.63,Monocyte,Reporter.intensity.32,B8,9.93569328296819,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.4,923,22.32,Monocyte,Reporter.intensity.4,B8,9.82382037421855,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.5,924,21.29,PDAC,Reporter.intensity.5,B8,10.3937527313659,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.6,925,20.2,PDAC,Reporter.intensity.6,B8,9.2220573910704,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.7,926,27.23,Melanoma,Reporter.intensity.7,B8,10.4937075665737,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.8,927,33.73,Melanoma,Reporter.intensity.8,B8,10.661948832966,dAL_1k_Proto29_32,B8,1.0,32.0
B81Reporter.intensity.9,928,20.7,Monocyte,Reporter.intensity.9,B8,9.8494481104323,dAL_1k_Proto29_32,B8,1.0,32.0
C101Reporter.intensity.10,929,24.55,Melanoma,Reporter.intensity.10,C10,9.05147530252486,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.11,930,27.57,Melanoma,Reporter.intensity.11,C10,8.70812885970898,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.12,931,22.96,Monocyte,Reporter.intensity.12,C10,8.78566094162388,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.13,932,24.39,Monocyte,Reporter.intensity.13,C10,9.01176998829387,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.14,933,18.11,Monocyte,Reporter.intensity.14,C10,8.7375711489877,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.15,934,27.22,PDAC,Reporter.intensity.15,C10,8.95939728756456,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.16,935,23.67,Melanoma,Reporter.intensity.16,C10,8.68227848818376,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.18,937,26.94,Melanoma,Reporter.intensity.18,C10,8.98515778287522,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.19,938,23.25,Monocyte,Reporter.intensity.19,C10,8.6363173685215,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.20,939,20.72,Monocyte,Reporter.intensity.20,C10,8.32535223179652,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.21,940,22.51,PDAC,Reporter.intensity.21,C10,8.23873401056842,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.22,941,25.44,PDAC,Reporter.intensity.22,C10,8.77701556757129,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.24,943,24.35,Melanoma,Reporter.intensity.24,C10,8.72636467805217,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.25,944,26.63,Monocyte,Reporter.intensity.25,C10,9.0933429254942,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.26,945,18.77,Monocyte,Reporter.intensity.26,C10,8.21833977277852,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.27,946,21.56,PDAC,Reporter.intensity.27,C10,8.4465728233227,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.28,947,25.41,Melanoma,Reporter.intensity.28,C10,8.7047295087853,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.29,948,29.88,Melanoma,Reporter.intensity.29,C10,9.59828117745763,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.30,949,21.05,Monocyte,Reporter.intensity.30,C10,7.95110060271017,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.31,950,21.11,PDAC,Reporter.intensity.31,C10,8.2050253597365,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.32,951,26.44,PDAC,Reporter.intensity.32,C10,8.92184121462833,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.4,952,23.56,PDAC,Reporter.intensity.4,C10,8.62426422553835,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.5,953,25.5,Melanoma,Reporter.intensity.5,C10,9.63561560027796,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.6,954,27.41,Monocyte,Reporter.intensity.6,C10,8.75889194290828,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.7,955,19.06,Monocyte,Reporter.intensity.7,C10,8.85820369679035,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.8,956,20.27,PDAC,Reporter.intensity.8,C10,8.42462595082306,dAL_1k_Proto29_42,C10,1.0,42.0
C101Reporter.intensity.9,957,22.04,PDAC,Reporter.intensity.9,C10,8.53801457525982,dAL_1k_Proto29_42,C10,1.0,42.0
C111Reporter.intensity.10,958,23.86,Monocyte,Reporter.intensity.10,C11,8.95213125752772,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.11,959,19.28,Monocyte,Reporter.intensity.11,C11,8.20298701312851,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.12,960,19.31,Monocyte,Reporter.intensity.12,C11,8.30004992149124,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.13,961,20.64,PDAC,Reporter.intensity.13,C11,8.30650142159963,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.14,962,27.61,Melanoma,Reporter.intensity.14,C11,9.1280682717318,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.16,964,23.28,Melanoma,Reporter.intensity.16,C11,7.97223650301327,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.17,965,18.99,Monocyte,Reporter.intensity.17,C11,8.09710373030347,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.18,966,20.8,Monocyte,Reporter.intensity.18,C11,8.4732617610021,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.19,967,28.5,PDAC,Reporter.intensity.19,C11,8.98837737111755,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.20,968,25.34,PDAC,Reporter.intensity.20,C11,8.45188942258508,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.21,969,24.93,Melanoma,Reporter.intensity.21,C11,8.13583723513276,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.22,970,26.56,Melanoma,Reporter.intensity.22,C11,9.0975521629038,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.23,971,20.15,Monocyte,Reporter.intensity.23,C11,8.03967949490428,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.24,972,23.69,Monocyte,Reporter.intensity.24,C11,8.39021263900143,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.25,973,21.56,PDAC,Reporter.intensity.25,C11,8.22091579101764,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.26,974,27.81,Melanoma,Reporter.intensity.26,C11,9.04668822698226,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.27,975,23.58,Melanoma,Reporter.intensity.27,C11,8.69910387217553,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.30,978,24.0,PDAC,Reporter.intensity.30,C11,8.30891566966709,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.31,979,26.09,PDAC,Reporter.intensity.31,C11,8.71360986449844,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.4,981,20.17,Monocyte,Reporter.intensity.4,C11,8.18165354481923,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.5,982,18.9,Monocyte,Reporter.intensity.5,C11,9.16768624607428,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.6,983,23.79,PDAC,Reporter.intensity.6,C11,8.33937314674593,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.7,984,32.49,PDAC,Reporter.intensity.7,C11,9.80242454895118,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.8,985,24.61,Melanoma,Reporter.intensity.8,C11,8.8286167637893,dAL_1k_Proto29_43,C11,1.0,43.0
C111Reporter.intensity.9,986,27.8,Melanoma,Reporter.intensity.9,C11,9.27878355373672,dAL_1k_Proto29_43,C11,1.0,43.0
C121Reporter.intensity.10,987,23.93,Monocyte,Reporter.intensity.10,C12,8.73095282944432,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.11,988,28.35,PDAC,Reporter.intensity.11,C12,9.1587385889109,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.13,990,25.47,Melanoma,Reporter.intensity.13,C12,8.97102854849139,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.15,992,20.02,Monocyte,Reporter.intensity.15,C12,8.55453485648841,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.17,994,28.56,PDAC,Reporter.intensity.17,C12,9.11795339333608,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.18,995,22.9,PDAC,Reporter.intensity.18,C12,8.65671647923538,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.19,996,34.52,Melanoma,Reporter.intensity.19,C12,8.90758795555594,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.20,997,24.14,Melanoma,Reporter.intensity.20,C12,8.63369487850543,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.21,998,22.51,Monocyte,Reporter.intensity.21,C12,8.4986087217098,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.22,999,22.4,Monocyte,Reporter.intensity.22,C12,8.51275295494665,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.23,1000,20.29,PDAC,Reporter.intensity.23,C12,8.13813396204798,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.24,1001,23.74,Melanoma,Reporter.intensity.24,C12,8.47188265048385,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.25,1002,23.74,Melanoma,Reporter.intensity.25,C12,8.08788317661967,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.26,1003,23.56,Monocyte,Reporter.intensity.26,C12,8.8583529561325,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.27,1004,23.21,PDAC,Reporter.intensity.27,C12,8.6229762782192,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.28,1005,22.42,PDAC,Reporter.intensity.28,C12,8.08294599676895,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.29,1006,24.2,PDAC,Reporter.intensity.29,C12,8.83028124711021,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.31,1008,24.96,Monocyte,Reporter.intensity.31,C12,8.5238742892214,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.32,1009,19.01,Monocyte,Reporter.intensity.32,C12,8.24657924379803,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.5,1011,20.61,PDAC,Reporter.intensity.5,C12,9.41543383289457,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.6,1012,24.04,Melanoma,Reporter.intensity.6,C12,8.50781935117051,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.7,1013,22.24,Melanoma,Reporter.intensity.7,C12,9.02080511291636,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.8,1014,17.43,Monocyte,Reporter.intensity.8,C12,7.88345756954911,dAL_1k_Proto29_44,C12,1.0,44.0
C121Reporter.intensity.9,1015,22.15,Monocyte,Reporter.intensity.9,C12,8.87907785914772,dAL_1k_Proto29_44,C12,1.0,44.0
C131Reporter.intensity.11,1017,31.43,PDAC,Reporter.intensity.11,C13,9.32105090207028,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.12,1018,28.2,Melanoma,Reporter.intensity.12,C13,9.20870455636392,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.13,1019,23.44,Melanoma,Reporter.intensity.13,C13,8.52393279685955,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.14,1020,23.24,Monocyte,Reporter.intensity.14,C13,9.09542299234213,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.15,1021,21.55,Monocyte,Reporter.intensity.15,C13,8.55319763445312,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.16,1022,19.7,Monocyte,Reporter.intensity.16,C13,8.43949214643999,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.17,1023,25.72,PDAC,Reporter.intensity.17,C13,8.83310946392969,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.18,1024,27.67,Melanoma,Reporter.intensity.18,C13,9.26195464706523,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.19,1025,26.09,Melanoma,Reporter.intensity.19,C13,8.83078773027372,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.20,1026,22.46,Melanoma,Reporter.intensity.20,C13,8.5719306088224,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.21,1027,22.08,Monocyte,Reporter.intensity.21,C13,8.59199726156299,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.22,1028,17.67,Monocyte,Reporter.intensity.22,C13,8.02016126480118,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.23,1029,19.82,PDAC,Reporter.intensity.23,C13,8.38400103755671,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.24,1030,20.33,PDAC,Reporter.intensity.24,C13,8.16438207086216,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.25,1031,26.48,Melanoma,Reporter.intensity.25,C13,9.06134764240043,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.26,1032,21.81,Melanoma,Reporter.intensity.26,C13,7.99098311403142,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.27,1033,22.89,Monocyte,Reporter.intensity.27,C13,8.76364377101095,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.28,1034,20.7,Monocyte,Reporter.intensity.28,C13,8.10656343009891,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.29,1035,26.73,PDAC,Reporter.intensity.29,C13,8.36205369246233,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.30,1036,26.46,Melanoma,Reporter.intensity.30,C13,8.12484661113947,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.32,1038,23.86,Monocyte,Reporter.intensity.32,C13,8.68509042769106,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.4,1039,27.49,PDAC,Reporter.intensity.4,C13,8.95734584262197,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.5,1040,22.99,PDAC,Reporter.intensity.5,C13,9.49429072822546,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.6,1041,28.39,PDAC,Reporter.intensity.6,C13,8.95791746503316,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.7,1042,21.79,Melanoma,Reporter.intensity.7,C13,9.00582208310451,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.8,1043,15.69,Monocyte,Reporter.intensity.8,C13,7.7895691305172,dAL_1k_Proto29_45,C13,1.0,45.0
C131Reporter.intensity.9,1044,20.75,Monocyte,Reporter.intensity.9,C13,8.83617159556119,dAL_1k_Proto29_45,C13,1.0,45.0
C141Reporter.intensity.10,1045,27.44,Melanoma,Reporter.intensity.10,C14,9.4474480700453,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.11,1046,29.66,Melanoma,Reporter.intensity.11,C14,9.58024001568097,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.12,1047,22.05,Monocyte,Reporter.intensity.12,C14,8.48085453357611,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.14,1049,21.88,Monocyte,Reporter.intensity.14,C14,9.08615685979342,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.15,1050,25.11,PDAC,Reporter.intensity.15,C14,8.80532916421621,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.16,1051,29.46,Melanoma,Reporter.intensity.16,C14,9.39779778246476,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.17,1052,25.02,Melanoma,Reporter.intensity.17,C14,8.99737217017077,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.18,1053,24.65,Melanoma,Reporter.intensity.18,C14,8.78501503042802,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.19,1054,21.65,Monocyte,Reporter.intensity.19,C14,8.44595913550084,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.20,1055,18.04,Monocyte,Reporter.intensity.20,C14,8.1122236980417,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.21,1056,22.73,PDAC,Reporter.intensity.21,C14,8.42652972616388,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.22,1057,20.86,PDAC,Reporter.intensity.22,C14,8.27059573024288,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.23,1058,31.9,Melanoma,Reporter.intensity.23,C14,9.42849079697504,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.24,1059,24.71,Melanoma,Reporter.intensity.24,C14,8.57777744227524,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.25,1060,18.54,Monocyte,Reporter.intensity.25,C14,8.21342336302122,dAL_1k_Proto29_46,C14,1.0,46.0
C141Reporter.intensity.26,1061,24.98,Monocyte,Reporter.intensity.26,C14,8.93121946633915,dAL_1k_Proto29_46,C14,1.0,46.0
