ID,Unnamed: 0,diameter,sample,label,injectWell,prot_total,Run,Well,plate,Order
A71Reporter.intensity.12,612,22.71,Monocyte,Reporter.intensity.12,A7,9.76846658468556,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.13,613,21.21,Monocyte,Reporter.intensity.13,A7,9.64206689621928,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.14,614,22.79,PDAC,Reporter.intensity.14,A7,9.97035492978393,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.15,615,28.14,Melanoma,Reporter.intensity.15,A7,10.8793205764802,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.16,616,31.19,Melanoma,Reporter.intensity.16,A7,10.771127259162,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.17,617,24.07,Melanoma,Reporter.intensity.17,A7,10.1191851047297,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.18,618,19.51,Monocyte,Reporter.intensity.18,A7,9.4901385208791,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.19,619,21.62,Monocyte,Reporter.intensity.19,A7,9.74435069994766,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.21,621,32.14,PDAC,Reporter.intensity.21,A7,10.6776209900414,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.22,622,25.54,Melanoma,Reporter.intensity.22,A7,10.0432236669734,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.23,623,24.42,Melanoma,Reporter.intensity.23,A7,9.18216621586764,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.24,624,20.12,Monocyte,Reporter.intensity.24,A7,9.34510765299888,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.26,626,20.82,PDAC,Reporter.intensity.26,A7,9.70349501203981,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.27,627,22.74,Melanoma,Reporter.intensity.27,A7,9.1965326062396,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.29,629,20.94,Monocyte,Reporter.intensity.29,A7,9.6010046095626,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.30,630,29.0,PDAC,Reporter.intensity.30,A7,10.2448932319533,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.31,631,22.69,PDAC,Reporter.intensity.31,A7,9.60948119383829,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.32,632,24.58,PDAC,Reporter.intensity.32,A7,9.7646637169905,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.4,633,23.15,Melanoma,Reporter.intensity.4,A7,9.59507591077196,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.5,634,19.28,Monocyte,Reporter.intensity.5,A7,10.1363454816902,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.6,635,22.87,Monocyte,Reporter.intensity.6,A7,9.71358075511543,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.7,636,20.5,PDAC,Reporter.intensity.7,A7,9.98386601995696,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.8,637,22.34,PDAC,Reporter.intensity.8,A7,9.76108131500975,dAL_1k_Proto29_7,A7,1.0,7.0
A71Reporter.intensity.9,638,25.59,Melanoma,Reporter.intensity.9,A7,9.71225855355707,dAL_1k_Proto29_7,A7,1.0,7.0
A81Reporter.intensity.10,639,18.7,Monocyte,Reporter.intensity.10,A8,9.56874937796755,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.11,640,19.01,Monocyte,Reporter.intensity.11,A8,9.36242156212505,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.12,641,22.69,PDAC,Reporter.intensity.12,A8,9.00913734210093,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.13,642,33.48,Melanoma,Reporter.intensity.13,A8,10.541395931022,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.16,645,20.76,Monocyte,Reporter.intensity.16,A8,9.38885175557214,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.17,646,22.96,Monocyte,Reporter.intensity.17,A8,9.64820297941398,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.18,647,24.24,PDAC,Reporter.intensity.18,A8,9.81797856817867,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.19,648,24.12,PDAC,Reporter.intensity.19,A8,9.79306256221591,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.20,649,24.11,Melanoma,Reporter.intensity.20,A8,9.95299955938354,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.21,650,25.0,Melanoma,Reporter.intensity.21,A8,10.0320065011575,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.22,651,20.58,Monocyte,Reporter.intensity.22,A8,9.24239466820922,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.24,653,19.36,PDAC,Reporter.intensity.24,A8,9.29115571809048,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.25,654,23.76,Melanoma,Reporter.intensity.25,A8,9.91007961870895,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.26,655,24.25,Melanoma,Reporter.intensity.26,A8,9.85732830196942,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.27,656,19.04,Monocyte,Reporter.intensity.27,A8,9.37606458509724,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.28,657,21.09,PDAC,Reporter.intensity.28,A8,9.24363732060455,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.29,658,19.9,PDAC,Reporter.intensity.29,A8,9.47619437566357,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.30,659,21.88,PDAC,Reporter.intensity.30,A8,9.14145940932455,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.31,660,22.73,Melanoma,Reporter.intensity.31,A8,9.55845094935156,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.4,662,22.13,Monocyte,Reporter.intensity.4,A8,9.39042601607371,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.5,663,25.32,PDAC,Reporter.intensity.5,A8,10.4952095180543,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.6,664,25.74,PDAC,Reporter.intensity.6,A8,9.95058944563731,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.7,665,26.28,Melanoma,Reporter.intensity.7,A8,10.6673850422397,dAL_1k_Proto29_8,A8,1.0,8.0
A81Reporter.intensity.9,667,20.15,Monocyte,Reporter.intensity.9,A8,9.75455126960667,dAL_1k_Proto29_8,A8,1.0,8.0
A91Reporter.intensity.11,669,20.06,PDAC,Reporter.intensity.11,A9,9.06923541979909,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.12,670,24.01,PDAC,Reporter.intensity.12,A9,9.67439113912646,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.13,671,24.0,Melanoma,Reporter.intensity.13,A9,9.88942633000762,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.14,672,23.97,Melanoma,Reporter.intensity.14,A9,10.2604453121392,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.15,673,21.22,Monocyte,Reporter.intensity.15,A9,9.46413114895716,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.16,674,18.6,Monocyte,Reporter.intensity.16,A9,9.17188001307601,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.17,675,18.47,Monocyte,Reporter.intensity.17,A9,9.22313943488097,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.18,676,23.65,PDAC,Reporter.intensity.18,A9,9.39748272509536,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.19,677,25.1,Melanoma,Reporter.intensity.19,A9,10.1961031493075,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.21,679,22.63,Melanoma,Reporter.intensity.21,A9,9.3207893077421,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.22,680,18.06,Monocyte,Reporter.intensity.22,A9,8.98585553527537,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.23,681,21.38,Monocyte,Reporter.intensity.23,A9,9.55431977740404,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.24,682,19.04,PDAC,Reporter.intensity.24,A9,9.34465976772553,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.25,683,27.54,PDAC,Reporter.intensity.25,A9,10.0520418114991,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.26,684,23.44,Melanoma,Reporter.intensity.26,A9,9.88722387681771,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.28,686,22.78,Monocyte,Reporter.intensity.28,A9,9.56483900938263,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.29,687,22.69,Monocyte,Reporter.intensity.29,A9,9.8111433603616,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.30,688,20.39,PDAC,Reporter.intensity.30,A9,9.39016263355574,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.31,689,26.4,Melanoma,Reporter.intensity.31,A9,9.46593978861576,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.4,691,18.77,Monocyte,Reporter.intensity.4,A9,8.95683786379719,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.5,692,24.85,PDAC,Reporter.intensity.5,A9,10.5349814622177,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.6,693,22.79,PDAC,Reporter.intensity.6,A9,9.43675996880235,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.7,694,21.6,PDAC,Reporter.intensity.7,A9,10.0735491722343,dAL_1k_Proto29_9,A9,1.0,9.0
A91Reporter.intensity.8,695,24.49,Melanoma,Reporter.intensity.8,A9,9.36882048327135,dAL_1k_Proto29_9,A9,1.0,9.0
B11Reporter.intensity.11,698,26.03,PDAC,Reporter.intensity.11,B1,10.8196070895226,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.12,699,27.56,PDAC,Reporter.intensity.12,B1,11.0371035156514,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.13,700,23.62,Melanoma,Reporter.intensity.13,B1,10.8752882122902,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.14,701,22.71,Melanoma,Reporter.intensity.14,B1,11.0430810836365,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.15,702,20.89,Monocyte,Reporter.intensity.15,B1,10.5219841608776,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.16,703,17.89,Monocyte,Reporter.intensity.16,B1,10.1455027754752,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.17,704,17.34,Monocyte,Reporter.intensity.17,B1,9.74944816354093,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.18,705,21.56,PDAC,Reporter.intensity.18,B1,10.5280746536363,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.20,707,26.48,Melanoma,Reporter.intensity.20,B1,11.079607737921,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.21,708,27.03,Melanoma,Reporter.intensity.21,B1,11.3609816613653,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.23,710,20.44,Monocyte,Reporter.intensity.23,B1,10.2625792390479,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.24,711,23.62,PDAC,Reporter.intensity.24,B1,10.594570806357,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.25,712,21.7,PDAC,Reporter.intensity.25,B1,9.81965239309549,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.26,713,22.4,Melanoma,Reporter.intensity.26,B1,10.8877491071017,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.27,714,25.23,Melanoma,Reporter.intensity.27,B1,11.0122002883106,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.28,715,20.44,Monocyte,Reporter.intensity.28,B1,10.2983338453623,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.29,716,18.69,Monocyte,Reporter.intensity.29,B1,10.4464707142981,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.30,717,26.73,PDAC,Reporter.intensity.30,B1,10.9881045183607,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.31,718,24.37,Melanoma,Reporter.intensity.31,B1,10.9369955182995,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.32,719,24.71,Melanoma,Reporter.intensity.32,B1,11.12223248466,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.4,720,23.54,Monocyte,Reporter.intensity.4,B1,10.5443941822479,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.5,721,21.74,PDAC,Reporter.intensity.5,B1,11.0089180198976,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.6,722,27.11,PDAC,Reporter.intensity.6,B1,10.9840742295638,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.7,723,19.23,PDAC,Reporter.intensity.7,B1,10.8880727797299,dAL_1k_Proto29_25,B1,1.0,25.0
B11Reporter.intensity.8,724,22.05,Melanoma,Reporter.intensity.8,B1,10.5645134956152,dAL_1k_Proto29_25,B1,1.0,25.0
B21Reporter.intensity.10,726,22.17,PDAC,Reporter.intensity.10,B2,9.97415153721032,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.11,727,23.04,Melanoma,Reporter.intensity.11,B2,9.27649566455463,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.12,728,23.2,Melanoma,Reporter.intensity.12,B2,9.09588793879133,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.13,729,17.18,Monocyte,Reporter.intensity.13,B2,9.27289502480657,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.14,730,19.23,Monocyte,Reporter.intensity.14,B2,9.94286070430743,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.15,731,21.48,Monocyte,Reporter.intensity.15,B2,9.78658892395277,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.16,732,26.38,PDAC,Reporter.intensity.16,B2,9.39582725378079,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.17,733,25.12,Melanoma,Reporter.intensity.17,B2,9.93395897250728,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.19,735,25.07,Melanoma,Reporter.intensity.19,B2,9.48276964080103,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.20,736,22.87,Monocyte,Reporter.intensity.20,B2,9.7548389173877,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.21,737,21.46,Monocyte,Reporter.intensity.21,B2,9.55546973048606,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.22,738,21.05,PDAC,Reporter.intensity.22,B2,9.37288674814378,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.23,739,20.42,PDAC,Reporter.intensity.23,B2,9.57501684141301,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.24,740,24.56,Melanoma,Reporter.intensity.24,B2,9.55949089522835,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.25,741,31.37,Melanoma,Reporter.intensity.25,B2,10.3451393772213,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.26,742,19.1,Monocyte,Reporter.intensity.26,B2,9.36815577248164,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.27,743,20.06,Monocyte,Reporter.intensity.27,B2,9.39940865276474,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.28,744,24.15,PDAC,Reporter.intensity.28,B2,9.29835903861323,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.29,745,27.7,Melanoma,Reporter.intensity.29,B2,9.56030592176942,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.30,746,21.52,Melanoma,Reporter.intensity.30,B2,9.06751571988038,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.31,747,20.78,Monocyte,Reporter.intensity.31,B2,9.57319661783707,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.32,748,25.16,PDAC,Reporter.intensity.32,B2,9.58402644315878,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.4,749,26.56,PDAC,Reporter.intensity.4,B2,10.1903347523972,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.5,750,23.87,PDAC,Reporter.intensity.5,B2,10.554041495921,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.6,751,34.03,Melanoma,Reporter.intensity.6,B2,10.9125199652124,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.7,752,20.27,Monocyte,Reporter.intensity.7,B2,9.90237029526533,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.8,753,19.17,Monocyte,Reporter.intensity.8,B2,9.44348358680793,dAL_1k_Proto29_26,B2,1.0,26.0
B21Reporter.intensity.9,754,21.32,PDAC,Reporter.intensity.9,B2,9.75130417358684,dAL_1k_Proto29_26,B2,1.0,26.0
B31Reporter.intensity.11,756,18.39,Monocyte,Reporter.intensity.11,B3,9.36041305071912,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.12,757,22.09,Monocyte,Reporter.intensity.12,B3,9.5231808207969,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.13,758,19.25,Monocyte,Reporter.intensity.13,B3,9.40890338894956,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.14,759,28.66,PDAC,Reporter.intensity.14,B3,10.7401370220445,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.15,760,26.77,Melanoma,Reporter.intensity.15,B3,9.64205890295888,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.18,763,23.83,Monocyte,Reporter.intensity.18,B3,9.66932325434301,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.20,765,24.74,PDAC,Reporter.intensity.20,B3,9.77172530507748,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.21,766,23.36,PDAC,Reporter.intensity.21,B3,9.75476368191316,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.22,767,23.14,Melanoma,Reporter.intensity.22,B3,9.83500523394273,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.23,768,27.91,Melanoma,Reporter.intensity.23,B3,10.2237693980522,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.24,769,22.96,Monocyte,Reporter.intensity.24,B3,9.88870082761982,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.25,770,19.59,Monocyte,Reporter.intensity.25,B3,9.46016574866036,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.26,771,31.19,PDAC,Reporter.intensity.26,B3,10.686716229422,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.27,772,22.36,Melanoma,Reporter.intensity.27,B3,9.85118012104199,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.28,773,23.82,Melanoma,Reporter.intensity.28,B3,9.59832135981673,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.29,774,20.96,Monocyte,Reporter.intensity.29,B3,9.81815838808277,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.30,775,24.41,PDAC,Reporter.intensity.30,B3,9.6433767394577,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.31,776,19.09,PDAC,Reporter.intensity.31,B3,9.2805354213349,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.32,777,29.4,PDAC,Reporter.intensity.32,B3,10.7184065462233,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.4,778,26.09,Melanoma,Reporter.intensity.4,B3,10.0976131440505,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.5,779,25.78,Monocyte,Reporter.intensity.5,B3,10.7299929023287,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.8,782,23.23,PDAC,Reporter.intensity.8,B3,9.72067858005394,dAL_1k_Proto29_27,B3,1.0,27.0
B31Reporter.intensity.9,783,23.03,Melanoma,Reporter.intensity.9,B3,10.2017102899975,dAL_1k_Proto29_27,B3,1.0,27.0
B41Reporter.intensity.10,784,18.6,Monocyte,Reporter.intensity.10,B4,9.80843739142772,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.11,785,18.38,Monocyte,Reporter.intensity.11,B4,9.34798306775241,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.12,786,22.95,PDAC,Reporter.intensity.12,B4,10.0099738842165,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.13,787,24.91,Melanoma,Reporter.intensity.13,B4,10.2180496015208,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.14,788,24.82,Melanoma,Reporter.intensity.14,B4,10.5606362009277,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.15,789,22.55,Melanoma,Reporter.intensity.15,B4,9.61950493497555,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.16,790,19.5,Monocyte,Reporter.intensity.16,B4,9.69503328492706,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.17,791,18.26,Monocyte,Reporter.intensity.17,B4,9.35598111693686,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.18,792,26.77,PDAC,Reporter.intensity.18,B4,10.264908891959,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.19,793,20.6,PDAC,Reporter.intensity.19,B4,9.6917648052952,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.21,795,28.63,Melanoma,Reporter.intensity.21,B4,9.76534504781392,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.22,796,17.55,Monocyte,Reporter.intensity.22,B4,9.14820455457193,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.23,797,21.02,Monocyte,Reporter.intensity.23,B4,9.65593447688273,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.24,798,22.99,PDAC,Reporter.intensity.24,B4,9.76760281664395,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.25,799,24.44,Melanoma,Reporter.intensity.25,B4,10.0062719604025,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.27,801,21.17,Monocyte,Reporter.intensity.27,B4,9.61542335442214,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.28,802,18.99,PDAC,Reporter.intensity.28,B4,9.33112893927147,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.29,803,23.74,PDAC,Reporter.intensity.29,B4,9.83026414432685,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.30,804,23.76,PDAC,Reporter.intensity.30,B4,9.75890108218387,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.31,805,30.83,Melanoma,Reporter.intensity.31,B4,10.2108379572247,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.32,806,19.71,Monocyte,Reporter.intensity.32,B4,9.60434126045968,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.4,807,18.49,Monocyte,Reporter.intensity.4,B4,8.99600512672837,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.5,808,20.09,PDAC,Reporter.intensity.5,B4,10.2806968051831,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.7,810,23.28,Melanoma,Reporter.intensity.7,B4,10.3480797667279,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.8,811,24.52,Melanoma,Reporter.intensity.8,B4,9.97199810628663,dAL_1k_Proto29_28,B4,1.0,28.0
B41Reporter.intensity.9,812,18.96,Monocyte,Reporter.intensity.9,B4,9.81021175186788,dAL_1k_Proto29_28,B4,1.0,28.0
B51Reporter.intensity.10,813,20.15,Monocyte,Reporter.intensity.10,B5,9.92928317616595,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.11,814,24.16,PDAC,Reporter.intensity.11,B5,9.85062370790356,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.12,815,22.57,PDAC,Reporter.intensity.12,B5,9.7440969801954,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.13,816,23.33,Melanoma,Reporter.intensity.13,B5,9.5453914441354,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.15,818,17.43,Monocyte,Reporter.intensity.15,B5,9.45934116342464,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.16,819,25.18,Monocyte,Reporter.intensity.16,B5,9.99839009221736,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.17,820,18.51,Monocyte,Reporter.intensity.17,B5,9.49863580000197,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.18,821,21.08,PDAC,Reporter.intensity.18,B5,9.78508982820642,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.20,823,25.54,Melanoma,Reporter.intensity.20,B5,9.98979349834439,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.22,825,22.58,Monocyte,Reporter.intensity.22,B5,9.57041476119732,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.23,826,20.64,Monocyte,Reporter.intensity.23,B5,9.54578382117736,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.24,827,21.08,PDAC,Reporter.intensity.24,B5,9.34180861832158,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.25,828,24.24,PDAC,Reporter.intensity.25,B5,9.89043173483069,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.28,831,24.36,Monocyte,Reporter.intensity.28,B5,9.53264388839599,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.29,832,19.96,Monocyte,Reporter.intensity.29,B5,9.68712386655067,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.31,834,21.7,Melanoma,Reporter.intensity.31,B5,9.32323338169995,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.32,835,23.16,Melanoma,Reporter.intensity.32,B5,9.80924984451269,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.4,836,22.66,Monocyte,Reporter.intensity.4,B5,9.74842940812111,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.5,837,22.98,PDAC,Reporter.intensity.5,B5,10.3001852133611,dAL_1k_Proto29_29,B5,1.0,29.0
B51Reporter.intensity.6,838,23.14,PDAC,Reporter.intensity.6,B5,9.4330425995567,dAL_1k_Proto29_29,B5,1.0,29.0
