"","UMAP_1","UMAP_2","clust","Condition","prot","ins1","Gcg","ins2","id","Raw.file","celltype","channel","Cell_type"
"693",5.24347234426524,0.580899783546019,"0","ko",0.645341882235514,2.67796088904949,0.645341882235514,0.151747589937652,"i787","XwAL00365","ko","Reporter.intensity.13","Beta 2"
"694",0.259305662498727,3.65002424376636,"7","ko",-1.97711532744709,0.254134424136139,-1.97711532744709,-0.43137613159202,"i788","XwAL00365","ko","Reporter.intensity.14","Beta 1"
"695",6.48580194173838,1.2475282635036,"0","ko",0.269150016746081,0.129401739838795,0.269150016746081,0.0183275277481027,"i789","XwAL00365","ko","Reporter.intensity.15","Beta 2"
"696",-2.26283084691976,0.740326591903258,"4","ko",-0.126861632085285,0.117267020582166,-0.126861632085285,NA,"i79","XwAL00317","ko","Reporter.intensity.7","Beta 1"
"697",-1.29543381275152,4.56275350707202,"1","ko",-1.82907922061217,0.11443492768226,-1.82907922061217,-0.0845004615552644,"i790","XwAL00365","ko","Reporter.intensity.16","Beta 1"
"698",-3.85554670633291,2.59079534667163,"4","wt",-0.212091113347365,-0.0424527806558589,-0.212091113347365,0.172234568499006,"i797","XwAL00366","wt","Reporter.intensity.5","Beta 1"
"699",0.840279824123635,0.417191811973143,"5","wt",1.70896926673552,0.473008183947002,1.70896926673552,-0.644715507483467,"i798","XwAL00366","wt","Reporter.intensity.6","Beta 1"
"700",-3.397515051975,-3.38289397103162,"3","wt",0.000905442859077983,-0.83822857005535,0.000905442859077983,-0.0967703104408928,"i799","XwAL00366","wt","Reporter.intensity.7","Beta 1"
"701",-4.15955805124258,-3.68622582299085,"3","ko",2.12877384500589,-2.04390165404764,2.12877384500589,0.199152779024587,"i8","XwAL00313","ko","Reporter.intensity.8","Beta 1"
"702",-1.02102013768171,3.33739716666369,"1","wt",0.206406506130174,1.04961195453145,0.206406506130174,-0.252373588894808,"i80","XwAL00317","wt","Reporter.intensity.8","Beta 1"
"703",-2.51436960042928,-9.61925523621411,"8","wt",-1.42753220575079,0.0784630320856174,-1.42753220575079,0.229801385134521,"i800","XwAL00366","wt","Reporter.intensity.8","Vasculature"
"704",-4.15247415842031,-2.24148671967359,"3","wt",0.442875028604508,-0.931485247729295,0.442875028604508,NA,"i801","XwAL00366","wt","Reporter.intensity.9","Beta 1"
"705",-1.8703275853536,-4.31682365280957,"3","wt",0.5333346488083,-0.732849355870199,0.5333346488083,0.135221059556703,"i802","XwAL00366","wt","Reporter.intensity.10","Beta 1"
"706",-2.77927588762258,-3.2558087621388,"3","ko",-1.02980489312489,-0.101898818199284,-1.02980489312489,0.110934804589473,"i803","XwAL00366","ko","Reporter.intensity.11","Beta 1"
"707",-1.03187918008779,5.17658550398974,"1","ko",-0.185316948272823,0.356655191100065,-0.185316948272823,-0.458998330350735,"i804","XwAL00366","ko","Reporter.intensity.12","Beta 1"
"708",0.120591110573067,2.4839065756145,"1","ko",-0.706159823687428,0.922259843033624,-0.706159823687428,0.117578122525392,"i805","XwAL00366","ko","Reporter.intensity.13","Beta 1"
"709",0.192475504265084,2.25712496894031,"2","ko",-0.145887221361577,0.642258918499542,-0.145887221361577,-0.0293372401343104,"i806","XwAL00366","ko","Reporter.intensity.14","Beta 1"
"710",5.92282987295176,1.61880786078601,"0","ko",0.704301228270517,-0.305634053487252,0.704301228270517,-0.292037507408267,"i807","XwAL00366","ko","Reporter.intensity.15","Beta 2"
"711",0.417634255275979,3.29703910010486,"1","ko",0.136587357061285,0.524380138853991,0.136587357061285,0.626920266478013,"i808","XwAL00366","ko","Reporter.intensity.16","Beta 1"
"712",6.56419349370982,1.14945227759509,"0","wt",-0.218530001893984,-0.88663866556595,-0.218530001893984,-0.0222111041583381,"i81","XwAL00317","wt","Reporter.intensity.9","Beta 2"
"713",-2.62315379919027,-2.26075487477155,"3","wt",0.229367680021144,-0.0436474616741293,0.229367680021144,0.164666219943287,"i810","XwAL00366","wt","Reporter.intensity.18","Beta 1"
"714",4.42893434225108,1.61240799086719,"0","ko",-0.917695020348755,0.969200723857374,-0.917695020348755,0.0447748965037688,"i815","XwAL00368","ko","Reporter.intensity.5","Beta 2"
"715",4.65559030233408,1.51253897803454,"0","ko",0.419344022919883,1.53248344096896,0.419344022919883,0.0823497373254375,"i816","XwAL00368","ko","Reporter.intensity.6","Beta 2"
"716",-2.69453930200552,-7.0348774705586,"8","ko",0.245362218331832,0.927477391087471,0.245362218331832,0.188835807174827,"i817","XwAL00368","ko","Reporter.intensity.7","Vasculature"
"717",-1.48402725995992,-1.5572972808537,"4","wt",-0.201937689561068,0.502012965686923,-0.201937689561068,NA,"i82","XwAL00317","wt","Reporter.intensity.10","Beta 1"
"718",0.691002256260171,1.09269995349078,"5","ko",0.329247939821658,1.24442187613042,0.329247939821658,-0.0898827478516651,"i820","XwAL00368","ko","Reporter.intensity.10","Beta 1"
"719",5.24585462270762,1.40199131625323,"0","wt",0.0380738583778217,-0.417937860002683,0.0380738583778217,0.274193410035489,"i821","XwAL00368","wt","Reporter.intensity.11","Beta 2"
"720",0.730178243503823,3.62582857268481,"7","wt",0.15208160649719,-0.488470004388739,0.15208160649719,NA,"i822","XwAL00368","wt","Reporter.intensity.12","Beta 1"
"721",-2.8280456000707,-8.84660833222241,"8","wt",-0.899852144955353,-1.1809700006523,-0.899852144955353,0.235375537786694,"i823","XwAL00368","wt","Reporter.intensity.13","Vasculature"
"722",-2.77584337533926,-8.70050256592603,"8","wt",0.391604531509677,-0.410725665605551,0.391604531509677,-0.76515836645233,"i824","XwAL00368","wt","Reporter.intensity.14","Vasculature"
"723",-3.07733105958913,-6.01858632904859,"9","wt",-0.208405051521113,-2.48550918244374,-0.208405051521113,0.0392983939975837,"i827","XwAL00368","wt","Reporter.intensity.17","Alpha"
"724",2.09430361448313,2.44892294066577,"7","ko",0.501725895069569,0.499555513157653,0.501725895069569,-0.0137917246968129,"i828","XwAL00368","ko","Reporter.intensity.18","Beta 1"
"725",-3.12235330881094,-5.77017705780835,"3","wt",NA,-1.07370984437899,NA,NA,"i83","XwAL00317","wt","Reporter.intensity.11","Beta 1"
"726",1.3143214052775,5.84933454650073,"4","ko",0.192172753428147,0.525589956577765,0.192172753428147,0.325770520148078,"i833","XwAL00369","ko","Reporter.intensity.5","Beta 1"
"727",1.15128017126109,1.47051150458484,"2","ko",-0.258556268950265,0.819875356138219,-0.258556268950265,0.219261975814537,"i834","XwAL00369","ko","Reporter.intensity.6","Beta 1"
"728",2.1510369843104,0.960569211417723,"5","ko",0.314105386654267,0.600980514648973,0.314105386654267,-0.111028819683012,"i835","XwAL00369","ko","Reporter.intensity.7","Beta 1"
"729",-1.78352701009725,-8.91922300202222,"8","ko",0.144228872040906,1.01863520932112,0.144228872040906,0.488604257639598,"i836","XwAL00369","ko","Reporter.intensity.8","Vasculature"
