Unnamed: 0,B101.0,B101.4,B111.0,B111.4,B111.8,B121.0,B121.4,B121.8,B131.0,B131.4,B131.8,B141.0,B141.4,B141.8,B151.0,B151.4,B151.8,B161.0,B161.4,B161.8,B231.0,B231.4,B231.8,B241.0,B241.4,B241.8,B91.0,B91.4,B91.8,D101.0,D101.4,D101.8,D111.0,D111.4,D111.8,D121.0,D121.8,D131.0,D131.4,D131.8,D141.0,D141.4,D141.8,D151.0,D151.4,D151.8,D161.0,D161.4,D161.8,D171.4,D171.8,D181.0,D181.4,D181.8,D191.0,D191.4,D191.8,D201.0,D201.4,D201.8,D211.0,D211.4,D211.8,D221.0,D221.4,D221.8,D231.0,D231.4,D231.8,D241.0,D241.4,D241.8,D91.0,D91.4,D91.8,E101.0,E101.4,E101.8,E11.4,E11.8,E111.0,E111.4,E111.8,E121.0,E121.4,E121.8,E131.0,E131.4,E131.8,E141.0,E141.4,E141.8,E151.0,E151.4,E151.8,E161.0,E161.4,E161.8,E21.0,E21.4,E21.8,E31.0,E31.4,E31.8,E41.0,E41.4,E41.8,E51.0,E51.4,E51.8,E61.0,E61.4,E61.8,E71.0,E71.4,E71.8,E81.0,E81.4,E81.8,E91.0,E91.4
A0A075B759,0.217530279487573,-0.331018339297664,-0.598701100398012,0.106868261169411,-0.632501075691267,-0.147330728841305,0.051719088174176,0.415455047405928,-1.12179262097248,0.394522106631655,1.21677250032806,0.105629607786647,0.415579714855921,0.450889963829232,1.22845610515967,0.797812913256722,-1.27130175567354,-0.0664136180099634,-0.377783617892716,1.07323362682816,-0.429132915872226,0.0919809842253449,0.630238246232853,-0.781480909044603,-0.386168831434747,0.326649854299886,-0.0699612747356614,0.670997382401968,0.0,0.526629568090486,-0.0174804451514788,0.093571363218636,-1.53406496821338,0.0906825318918189,1.07152238103095,0.32527014253824,0.349230436349137,-0.891662085931966,0.147631912935467,-0.12222779553128,-1.1325023738809,0.960175992599098,-0.701706805431897,-0.201196675133913,0.715624786852613,0.50375413855446,-0.462861730671547,-0.0205350305460629,0.451167628191135,0.456381355321636,0.0358564602928013,0.0,0.0,0.0,-0.842971756128362,0.493612055105845,-0.762912833460487,-0.156888228827185,-0.979403182368254,-0.971199052337427,2.07725170211377,-0.102209409609379,-1.30019348854567,0.311625399753375,0.534393608205992,0.0,0.0039414174330999,0.963144684001878,-0.226126792570517,-0.198338614631967,-0.153038564947706,0.686068590806283,0.537878152460813,0.495292798082748,-0.0304242739192086,-0.197943063636252,-0.642416307702832,0.0275570993009345,0.0,0.0,-1.08996615330186,0.476899443826855,0.161807810123325,-0.116068791923543,0.403834615879237,-0.718001602076938,-0.731126748305852,-0.041009529334073,-0.0426570332021193,0.128586511994979,0.329659413613956,0.444115158374878,-0.463992286782702,0.104317308726207,-1.19962531278116,0.0,0.0,0.0,0.827655317298835,0.0934475688073167,0.516836561931536,-0.209254749266386,-0.282727983991455,0.464861681234015,0.130625998925189,0.356323116007901,0.252916171030244,0.0875507749893794,-2.00575677990321,0.834625613499085,-0.901022966407334,0.13569677353957,1.23167533380711,1.11065135571505,0.257783969293718,-0.81566692901498,-1.39849157054505,-0.118018333848417,-0.105137114559539,-0.0541275160878396,-0.247928717448504
A0A087WUL8,0.0,0.0,-0.261604264591678,-1.49511849162954,1.02227142011772,0.293010707422774,-0.151349144847336,-2.27537798357788,-0.292914800400845,-0.940443625811604,-0.324885595677704,0.789757116733778,-0.231076468986532,-0.172387366496475,0.0,0.0,0.0,0.0,0.0,0.0,-0.859026660957795,-1.93991972335809,-2.11516331978164,0.0,-0.8619762425109,0.371255333360386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790171696352267,-0.6847489730835,-1.58303188887922,0.0,0.0,0.0,-1.36826526969515,0.040161558008494,-2.3821891078456,1.06251726102849,-0.382169340639197,2.10398144834717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01789557221096,-1.36201230032999,0.787588040603195,1.93345435790191,2.34821576353843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286325522590414,-0.137523493573139,2.39472160821223,1.29975532825331,-0.793814057463543,2.17154478918999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38820693690664,-0.80266975177976,0.316833411138957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0B4J1U7,0.356976290692584,0.108674600668269,-0.417625981504629,0.97057907033444,0.345558046538935,0.47289558189901,0.307481432707659,-0.0398489887897179,0.0570784649932544,-0.563725072242132,-1.50688222233945,-0.912928700781948,0.655751064223213,0.0404537273856993,-1.22660890848063,0.630820405094436,-0.165519302227616,0.672258971562854,0.0552341353317496,-1.85918978023151,0.419258594543904,0.321771466684404,-0.283980265136801,0.288985624229175,-0.40800887416658,0.512251348867107,-0.205561992247682,0.322936305270763,-0.546687627972539,-0.2149877654971,0.318030960041171,0.579356391398915,-0.31390756143449,0.572931156557982,-0.0110992171518817,-0.832189478258748,-0.464567018341418,0.138046604327202,0.32255359172808,0.442363078605435,0.0,-1.05740531326383,0.271687809634511,0.0252623704450243,0.362407506207317,-0.125040091041143,0.704671751760905,-0.169920792933286,0.424398630687886,0.587279562709397,-0.32324272219746,-0.322744417218874,-0.428835150198932,0.350583789206212,0.0849767147038063,-0.13421299330073,0.48105172052382,0.591339861789027,0.517648959346816,-0.606131380354591,-0.192366691142565,-0.487481029772429,0.151567949503055,-0.339502371063574,0.48617588487527,0.164729924220522,0.489793075189876,0.855531820402046,-0.352436640585289,0.32610088564269,-1.92515336779793,-1.29565417465867,0.787163901301,0.712125350755378,-0.229596687140227,0.625580723281064,-0.0743557427856129,0.883419681844948,-0.810731611857905,-0.406552486500387,0.0,0.0,0.0,0.457047682641016,0.539199432269543,-0.850157137700741,0.273804089209581,-0.259679743561708,0.354359171905661,-1.69054250884269,-0.0383007522332348,0.277750500894213,0.232239254591336,0.160957742433008,-0.686699886943181,-0.181457098862126,-0.408328212773663,0.515498082324154,0.127087811711097,-0.154023866535559,0.484042203296159,-0.0578101669412033,0.398704572531059,0.0881252018696936,0.338498505372675,0.334402534455514,-0.603698882716674,-0.117966247277973,-0.4937729087867,0.465559918535877,-0.390604568386599,0.141230223320873,-0.080413182543024,0.0192562636763299,0.183690218723797,0.337019143657938,0.440820413528493,-0.144751793113885,0.224209644121332,0.0236781901164179,0.199963788934676
A0A1B0GTK5,0.0,0.0,-1.02781511718726,-0.788034761636124,0.0,0.0,0.0,0.0,1.13318323163537,0.0,0.870694900542907,0.249213858733383,0.0,0.0,0.331385948116466,1.22142487970066,-0.400478583097488,0.0,0.0,0.0,-0.298254322670199,0.376659414703162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29575562654031,0.484989270830741,-0.246927609138398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.79320217985459,0.404472797523302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520102604454454,0.0,-0.0734676236544202,-0.188944097050252,0.0,0.0,-0.452229966110077,1.84178842861288,-0.505216298132703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194541656496659,0.964442014503875,-2.33675899121497,-0.627112436802367,0.299240665229294,0.0,1.14205794200601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A1B0GUW7,0.176659109754308,-0.995442553030034,0.24938999124962,0.570043117922101,0.476335415149433,-0.0895005306146662,1.00527292720908,-1.07649713174396,0.0,0.0,0.0,0.529223125589095,0.731284681529136,0.408501765390288,0.0,0.0,0.0,-1.23339102217551,-0.462716321025878,1.09899616025759,0.0,0.0,0.0,-0.467314966617023,-0.200068607052476,-0.30388251186864,-0.314617373376959,-0.129059617268598,0.392736549946034,0.0983772478751266,0.30751610633804,0.814673551999527,-1.83788187621028,0.225845800751983,0.0,-1.42760139337821,0.337325707260916,-0.146528985642186,0.161213099092089,-0.863870055916947,-0.617477571132689,-0.801982309132643,1.0623272155647,0.0,1.01020463136827,-0.214133421987414,-0.199329853310237,0.442067781162779,0.148300273888346,-1.60814209763897,-0.264269296005497,-0.241118576971219,-0.643901467416918,0.463825196455233,-0.187321357950528,0.188193241938042,1.00782347159178,-0.93627071673271,0.782165458430916,-0.530941090775249,0.0,0.0,0.0,-0.216097238970508,0.161265482503079,0.461435989831078,-0.227669735426662,-1.06428952928639,0.362396658383807,0.0,0.855747424174144,1.61152943636444,-0.639939751049606,-0.307280860599002,0.0701604894184859,-1.08845130117675,0.655731263335015,1.50482015249195,0.0,0.0,-0.875698309833093,0.0464098814487585,1.26219353021911,-0.153461615360855,0.101508103300285,0.927963103213458,0.0140512904840465,-1.62913080798613,0.589473370272318,-0.259940864191631,-0.262737746165121,0.734827784344131,-0.926614669587833,0.64900317993265,0.65376606336504,0.0,0.0,0.0,-1.37040658429806,-2.22918316065695,-0.994648575118591,0.135632217380828,1.16788360153694,0.607937316594527,-0.350632252674734,2.2771303688592,-0.398085808435389,-0.339270069164244,0.234816824915558,0.271576511377845,-0.671318665438436,0.388908982154617,1.04983725799083,-0.649480587798213,0.321134664742028,0.659979471238138,0.315628685898568,-1.10080661252732,0.438872481857729,-0.610755307493838,0.93923754287174
A0AV96,-1.42050310590283,1.10919092341587,0.862003117420141,-2.24421283235868,-1.537946812208,0.093744623920106,-0.0403633912125076,1.59734852375019,-0.992176840194453,1.02424809076049,1.10966954371027,1.15603688846972,-1.65079341392676,-1.20426720413044,-0.796668016118863,0.092169669513454,1.11474098002158,0.486060919346343,-1.62694653886129,0.894565637003753,-0.947685081232381,-0.599628502061105,0.920662982049027,0.203130072681228,0.691990445945515,0.204818711923943,-1.75180568132569,-0.107913848079772,1.22907150203236,-1.23227766061856,1.20734094270414,-0.929387311488863,0.982006757410163,-1.2481408898777,-0.360068118150228,-0.167105069762869,1.16145151441448,-0.611519928538173,0.991912489191662,-1.19046954924543,1.18839320219945,-1.26827895079496,0.353886349114462,-1.01083588432887,-1.38327378614482,0.779212186472716,-0.0489714297713436,1.04515127269222,-1.52688304190861,-0.435890844217957,1.6094987004457,0.387366528901374,1.41273658477412,-0.215883917453407,1.22145424505575,-1.38956804496114,0.278790326217033,-1.92401909902894,-0.0925793751370606,0.578771231391123,0.0990058164852862,1.35152720868317,0.0357824916862689,1.07180834008054,-0.84642791537963,-0.922109532706488,-1.8325103951136,-0.343613941042357,1.41810795410482,0.211680623120667,1.79694919002293,-0.286712091714221,-1.64096970160199,-0.445247129547393,1.28407662217668,-0.515198932869739,1.34773524215222,0.507126922165565,0.48084379858168,0.584190649403794,1.0395449253984,-0.591579119844746,-0.455328544702224,-1.42550313507237,0.62894258470715,1.21694571947325,-0.398802296299971,0.888572483888048,-2.31204124257395,1.15666212187052,-1.67397080447592,-0.457811603689306,-0.128570712687408,-0.0462742166887681,1.55662250937432,0.0048496423635711,0.518773365662915,-1.56016222217023,-1.05249182868255,1.32553882406611,-1.7584119897996,1.76077582924461,-0.649598491893401,-0.268759338060326,-1.04168511356116,-2.17081629254046,1.98886700464539,0.414628905415615,1.68167745875659,-0.331248948885712,0.528927700581618,0.0614986654851357,0.0,-1.24811276338874,0.413816716137099,0.990858495098608,0.682060371032379,1.24650855002622,0.0776907791944506,0.0,0.0
A0AVF1,-2.43750789543493,0.914013584287161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189431403500006,0.802863181581133,-0.041759833716996,0.0,0.0,0.0,0.0,0.0,0.0,3.14357509057339,0.0,-2.90695388106894,0.0,0.0,0.0,1.00125214614176,-0.287934078276053,0.0,0.0,0.0,0.0,0.0,0.0,3.22206064904446,-1.48608055979655,-2.85403873682356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096275225662485,1.89245707704099,-1.16100566961812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0AVT1,0.414372461278414,0.692138318047488,0.463839115226377,0.0970125008838666,-0.20172825704259,-0.0537431264456213,0.429865796010492,0.928859249152078,-0.454974470309827,0.71639527141851,-1.20174905732598,-0.159408435781619,-0.119539323986962,0.178564824846781,-1.48103974791118,-0.295163432790415,0.758092007681785,0.34891923386367,0.505659054942821,-1.22556761872657,-0.671983811654514,0.683271789130632,-0.0499225483147451,0.139132728809947,0.746019866327547,-0.0625759493135948,-0.843775580566866,0.502247812595102,-0.609537488555798,0.471545707840919,0.601365035469591,-0.477830666607684,0.459780519801909,-0.378428935882852,0.335258485405273,-1.73271286559617,0.668693155247199,0.118184267347829,0.944328831444648,-0.258990952740509,-1.41969451957021,-3.38981411821481,0.271552870154833,-0.906273172124568,0.166053523169371,0.429395149209418,-0.117519525896398,0.566879671765556,-0.419813025503845,0.345204668302387,0.876598013487757,-0.116815482030792,0.193953880286363,0.0772322354573466,0.305962647597324,-0.521002582263808,-0.0013186495634955,-0.494498451416474,-0.112628527121684,0.993608254080397,0.455844182275003,0.416146819150726,0.707358761002186,0.163353633521687,-0.673738671238505,0.20150942189892,-0.156072314141159,0.298751123469259,0.313267210231116,0.636202561294214,-0.99451200593726,-2.43186235503143,-0.9738890429257,0.0120560518592132,0.657673837788586,-0.186818016134061,0.561064686994378,-0.136460382467316,0.552702521090043,0.363015126345727,1.24860541505094,-0.464958783617277,0.0736766424789655,-0.49878335723096,0.0831811477912985,0.0561511325725716,0.483833037931305,0.324643284996726,-0.651609862893005,-2.14225849840637,-0.0908206748946168,0.19628215007239,-1.27632789970699,0.945589036172211,0.317738284232197,0.474502849182474,0.699158943300928,-0.37443603422157,0.347931997224178,0.889642579070534,-0.951417997859505,1.17622609781988,-0.340120488863682,0.0868931738065243,-0.300033691705868,0.467111433276742,0.988849503698773,-0.0894209469500804,0.488176040670564,-0.530835677091975,-0.325583539226206,-0.432927415356301,-0.126000172462858,-0.295339347918269,0.519454398166196,0.828165866488378,-0.0955686836644024,0.548215000089862,-0.323256665299563,-0.36577974136094,0.993921692567129
A0FGR8-2,-0.181402141688564,-0.178237636794851,-0.141393766676011,-0.201536927158679,0.176229604589966,-0.0877709528106508,0.638550032238966,-0.0194333653999944,0.668688963849011,0.0492506435154992,-0.315370925504693,0.0179315866772259,-0.485677825582899,0.464929111196077,0.115460433069759,0.273627002826311,-0.327721846247762,0.287473827024152,-0.152534824812933,0.745306508659809,0.219670324077687,0.63392579076863,0.0658726028467557,0.649439239088256,-0.572269357499786,0.46708871431423,-0.619246717710477,-0.470216879657717,-0.578546296756362,0.986772004105191,-0.4895709758308,-0.767342326715729,0.258211628645562,-0.363514347418237,0.627139755666846,0.795857496617898,-0.198395018040707,0.568798756442737,-0.455271527194073,0.179031133032768,0.447959042132929,-0.249610966882938,0.230729971228739,-0.424370078896298,-0.0426986874907335,-0.468964355048848,0.656972930935995,-0.260954120837728,-0.344700038746987,0.18493998485544,-0.107362014933331,0.77076361511665,-0.464292070126834,-0.110056001461894,-0.142477304993247,-0.803271007285544,-0.095392073314969,-0.308056463273592,0.359724319633815,0.415343544492656,0.456979943421821,-0.623633793652371,-0.244705208705141,0.336334011712746,-0.345862846814562,0.54355832210391,0.0639936491507233,0.118991256666832,-0.426171176736968,0.504622931249731,-0.172887109849338,-0.0341986933321632,-0.566517111077868,0.105750690344858,-0.442000854547319,0.182372229772844,-0.01258607004727,0.0613649684527133,0.321023342164024,-0.361004808165083,0.006318506114488,0.0346208615164487,0.568450598672832,-0.215397167721499,0.072174892719183,-0.737471905463381,0.585568194683314,-0.223021051810157,0.114360252780702,0.552560102155698,-0.31907521854801,0.283761328099023,-0.22714946844681,-0.151521105885884,0.448104070706985,0.340483694158159,-0.16172630574249,0.0598584918591951,0.518892274702949,-0.220859262445832,-0.339025958753811,-0.260209852292861,-0.434662009098131,0.285974835470852,-0.142159718571538,0.0674855108262819,-0.859296426085752,1.17886590622993,-0.377957608058024,-0.237950487475808,-0.139192054657528,-0.482077652452481,-0.502355993918941,-0.510815547595525,0.134667737328323,-0.143755616333573,0.474864847040894,-0.471750967001808,0.0618002726105415,0.0892846053681915,0.285880998348046
A0MZ66,-0.516000529270599,0.664829580746295,0.387593732853847,-0.577467673153403,-0.782319715734911,0.0,0.0,0.0,0.404698197799496,0.305363901821207,-0.577924987463534,0.104405813189613,-0.725170623394547,-0.282709286115361,0.885639961526013,-0.370828714802898,0.653874466513093,0.0,0.0,0.0,0.609067853787507,-0.799128652995095,-1.79804494310795,0.0,0.0,0.0,-0.261236313888288,-0.0563508011058347,0.106032632474268,0.700109332428922,0.858833007332919,-1.13327883795467,0.396411537408191,0.438814206208614,-0.300805806565851,0.582787406198166,0.0736163617818881,-0.341077054124681,0.688951554806146,-0.92938000587794,-1.00430592708797,-0.592979519416989,-0.47540356709,0.275884651147347,0.33671978909998,0.432203096195844,0.096359328791613,0.355484876531372,0.386148423122223,-0.715625849168517,1.145158183766,-0.0721444026810954,-0.648121908991159,-0.304010790973983,0.29392031694702,-0.723350458607943,-0.424398537118736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.369454460968931,-1.2630949468053,0.385315965641596,0.0063626513071978,-0.489236405684263,-0.240979650098692,-0.680134164771803,0.813545227370656,0.456021045933827,0.333055160075072,0.251318612303023,-0.368867683946921,0.478742106147752,1.03948218691193,0.191903646136332,0.953532194553358,-0.0827278643352094,0.232863181545745,0.552826882046098,0.347500884659055,0.191441379994276,0.0058176748577604,0.888731882993432,-0.435951298963591,-0.873084498613032,-2.11994944699488,0.850410821387728,-0.802816119573942,-0.507843127052509,-0.0183852905015129,1.14907664435527,-0.107094561509161,-0.014020901882064,0.294504478504599,0.383347621257712,0.552701245498077,-0.325460895506929,-0.332525289438922,-0.701104508367251,0.636346507409336,0.731636757981777,-0.109330720800084,0.715442460481029,-0.623383376373964,0.0,0.0,0.0,0.172011654872746,0.121479963413715,0.277316634318991,-0.576780850941125,0.374898555241958,-0.136656564420875,1.14625840330448,-0.12585310873919
