supercell_label
0
22
32
35
0
40
0
44
1
21
52
23
36
2
52
3
44
4
57
53
40
0
44
0
45
59
40
0
44
0
24
58
62
34
5
54
46
0
21
58
52
55
0
41
6
47
0
21
58
0
48
7
21
60
25
37
8
42
0
44
9
26
61
33
38
10
40
0
44
0
63
52
40
11
44
0
27
58
0
49
32
52
0
40
64
50
12
28
58
56
39
13
43
14
51
15
21
58
0
21
58
29
34
16
40
0
44
17
30
58
32
34
18
40
19
44
20
31
58
40
0
