id,celltype,batch_digest,batch_sort,batch_chromatography,raw.file
i1406,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1407,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1408,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1413,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1414,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1415,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1416,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1417,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1419,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1420,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1421,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1422,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1423,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1424,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_21
i1429,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1430,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1433,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1434,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1435,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1437,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1438,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1440,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_15
i1445,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1446,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1447,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1448,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1449,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1450,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1451,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1452,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1454,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1455,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1456,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_20
i1461,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1462,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1463,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1464,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1465,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1466,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1467,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1468,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1469,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1470,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1471,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1472,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_10
i1477,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1479,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1480,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1481,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1482,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1483,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1484,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1485,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1486,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1487,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1488,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_3
i1493,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1494,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1495,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1496,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1497,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1498,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1499,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1500,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1501,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1502,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1503,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1504,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_7
i1509,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1510,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1512,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1513,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1514,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1515,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1516,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1517,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1518,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1519,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_5
i1524,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BI
i1525,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BI
i1526,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BI
i1527,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BI
i1529,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BI
i1530,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BI
i1540,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1541,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1542,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1543,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1545,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1546,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1547,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BE
i1556,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BJ
i1557,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BJ
i1558,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BJ
i1560,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BJ
i1562,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BJ
i1563,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BJ
i1572,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AD
i1574,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AD
i1576,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AD
i1578,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AD
i1579,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AD
i1589,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1590,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1591,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1592,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1593,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1594,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1596,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1597,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1598,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1599,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1600,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_19
i1605,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1606,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1608,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1609,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1610,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1612,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1613,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1614,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1615,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1616,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_21
i1620,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1621,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1622,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1623,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1624,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1625,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1626,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1627,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AF
i1636,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AE
i1637,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AE
i1639,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AE
i1640,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AE
i1641,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AE
i1642,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AE
i1652,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1653,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1655,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1656,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1657,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1658,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1659,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BI
i1668,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BN
i1670,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BN
i1671,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BN
i1672,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BN
i1673,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BN
i1675,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BN
i1684,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BH
i1688,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BH
i1689,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BH
i1690,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BH
i1691,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BH
i1700,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BN
i1702,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BN
i1703,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BN
i1707,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BN
i1718,sc_m0,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1719,sc_m0,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1721,sc_u,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1722,sc_m0,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1724,sc_u,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1725,sc_m0,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1726,sc_u,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1727,sc_m0,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1728,sc_m0,T,s9,LCB7,X191104S_LCB7_X_AP_NOV16plex_Set_1
i1733,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1734,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1735,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1736,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1737,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1738,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1739,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1740,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1742,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1743,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1744,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_12
i1749,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1751,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1753,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1754,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1755,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1756,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1757,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1758,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1759,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1760,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_9
i1765,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1766,sc_u,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1767,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1768,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1771,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1772,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1773,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1775,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1776,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_20
i1781,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1782,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1783,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1784,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1785,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1786,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1787,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1788,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1789,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1790,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1791,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1792,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_27
i1798,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1800,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1801,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1802,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1804,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1805,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1806,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1807,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1808,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_1
i1815,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BC
i1817,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94BC
i1818,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BC
i1819,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94BC
i1832,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AM
i1833,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97AM
i1834,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97AM
i1845,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1846,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1849,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1850,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1851,sc_u,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1852,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1853,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1855,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_3
i1861,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1862,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1863,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1864,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1865,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1867,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1868,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1869,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1870,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1871,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1872,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_8
i1877,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1878,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1880,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1881,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1882,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1883,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1884,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1885,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1887,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_3
i1893,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1894,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1896,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1897,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1898,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1900,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1901,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1902,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1903,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1904,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_24
i1908,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AI
i1910,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AI
i1911,sc_u,N,s8,LCA9,X190222S_LCA9_X_FP94AI
i1913,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AI
i1914,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AI
i1915,sc_m0,N,s8,LCA9,X190222S_LCA9_X_FP94AI
i1926,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1927,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1928,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1929,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1930,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1931,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1932,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1933,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1934,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1935,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1936,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_28
i1942,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1943,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1944,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1945,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1946,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1947,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1948,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1949,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1950,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1951,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1952,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_4
i1957,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1958,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1959,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1960,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1961,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1963,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1964,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1965,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1966,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1967,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1968,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_8
i1973,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1974,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1976,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1977,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1978,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1980,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1981,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1982,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1983,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_22_reinject
i1989,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1990,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1991,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1992,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1993,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1994,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1996,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1997,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1998,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i1999,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i2000,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_22
i2005,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2006,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2007,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2008,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
i2009,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_14
