id,celltype,batch_digest,batch_sort,batch_chromatography,raw.file
i906,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i907,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i908,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i909,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i910,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i911,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i912,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_9
i917,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i919,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i920,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i921,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i922,sc_u,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i924,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i925,sc_u,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i926,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i927,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i928,sc_m0,T,s9,LCB7,X191104S_LCB7_X_APNOV16plex_Set_6_noaddcarr
i933,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i934,sc_u,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i935,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i936,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i938,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i939,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i940,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i941,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i943,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i944,sc_m0,T,s9,LCB7,X191106S_LCB7_X_APNOV16plex_Set_20_fullcarr
i948,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BF
i950,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BF
i952,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BF
i953,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BF
i965,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BK
i966,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BK
i968,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BK
i969,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BK
i970,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BK
i971,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BK
i980,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BL
i981,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BL
i985,sc_m0,Q,s8,LCA10,X190321S_LCA10_X_FP97BL
i986,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BL
i987,sc_u,Q,s8,LCA10,X190321S_LCA10_X_FP97BL
i998,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i999,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1000,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1001,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1002,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1003,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1004,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1005,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1006,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1007,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1008,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_1
i1013,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1014,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1015,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1016,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1017,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1018,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1019,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1020,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1021,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1022,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_11
i1029,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1030,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1031,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1032,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1033,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1034,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1035,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1036,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1037,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1038,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1039,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1040,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_14
i1045,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1046,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1047,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1048,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1049,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1050,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1051,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1052,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1053,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1054,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1055,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1056,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_23
i1061,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1062,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1063,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1064,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1065,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1066,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1067,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1068,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1069,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1070,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1071,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1072,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_24
i1077,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1078,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1079,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1080,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1081,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1082,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1083,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1084,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1086,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1087,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1088,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_23
i1093,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1094,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1095,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1096,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1097,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1098,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1099,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1100,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1101,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1102,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1103,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1104,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_10
i1109,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1110,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1111,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1112,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1113,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1114,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1115,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1116,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1117,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1118,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1120,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_14
i1125,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1127,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1128,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1130,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1131,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1132,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1133,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1134,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1135,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1136,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_7
i1141,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1143,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1145,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1146,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1147,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1148,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1149,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1150,sc_u,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1151,sc_m0,S,s9,LCB7,X191108S_LCB7_X_APOCT16plex_Set_30
i1157,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1158,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1159,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1161,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1163,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1164,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1165,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1166,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1167,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1168,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_2
i1173,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1174,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1175,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1176,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1177,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1179,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1180,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1181,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1182,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1183,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1184,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_18
i1189,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1190,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1191,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1192,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1193,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1194,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1195,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1197,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1198,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1199,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1200,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_26
i1205,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1206,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1207,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1208,sc_u,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1209,sc_u,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1210,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1211,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1212,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1213,sc_u,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1214,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1215,sc_u,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1216,sc_u,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_12
i1221,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1222,sc_u,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1223,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1224,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1226,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1227,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1228,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1229,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1231,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1232,sc_m0,R,s9,LCB3,X190913S_LCB3_X_16plex_Set_17_reinject2
i1237,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1238,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1240,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1241,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1242,sc_u,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1244,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1245,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1246,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1247,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1248,sc_m0,U,s9,LCB7,X191110S_LCB7_X_APNOV16plex2_Set_24
i1253,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1255,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1256,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1257,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1258,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1259,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1260,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1261,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1262,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1263,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1264,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_6
i1269,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1270,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1271,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1272,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1273,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1274,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1275,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1276,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1277,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1278,sc_u,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1279,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1280,sc_m0,T,s9,LCB7,X191107S_LCB7_X_APNOV16plex_Set_17
i1286,sc_u,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1287,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1288,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1289,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1290,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1291,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1292,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1293,sc_u,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1294,sc_u,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1295,sc_m0,S,s9,LCB7,X191107S_LCB7_X_APOCT16plex_Set_19
i1301,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1302,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1303,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1304,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1305,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1307,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1308,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1309,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1310,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1311,sc_u,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1312,sc_m0,R,s9,LCB3,X190914S_LCB3_X_16plex_Set_5
i1317,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1318,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1319,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1320,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1321,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1322,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1324,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1325,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1326,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1327,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1328,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_1
i1334,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1335,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1336,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1337,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1338,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1339,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1340,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1341,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1342,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1343,sc_m0,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1344,sc_u,S,s9,LCB7,X191025S_LCB7_X_AP16plex_Set_4
i1349,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1350,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1351,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1352,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1353,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1354,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1355,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1356,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1357,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1358,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1359,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1360,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_13
i1365,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1366,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1367,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1368,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1369,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1370,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1371,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1372,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1373,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1374,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1375,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1376,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_17
i1381,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1382,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1383,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1384,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1385,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1386,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1387,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1388,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1390,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1391,sc_u,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1392,sc_m0,T,s9,LCB7,X191108S_LCB7_X_APNOV16plex_Set_31
i1397,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1399,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1400,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1401,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1402,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1403,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1404,sc_m0,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
i1405,sc_u,S,s9,LCB7,X191026S_LCB7_X_AP16plex_Set_6
